17775	2007-12-31	62	89	8
17779	2007-12-31	92	92	13
8363	2007-12-31	48	28	40
127329	2007-12-31	24	\N	9
8477	2007-12-31	92	3	36
8486	2007-12-31	65	\N	46
8257	2007-12-31	18	33	27
8283	2007-12-31	47	\N	94
2895	2007-12-31	60	9	77
126508	2007-12-31	17	\N	\N
8293	2007-12-31	54	64	29
8129	2007-12-31	63	35	55
8306	2007-12-31	34	32	93
13792	2007-12-31	21	\N	30
265238	2007-12-31	32	13	85
126490	2007-12-31	92	\N	77
8481	2007-12-31	45	\N	88
8254	2007-12-31	53	81	17
8371	2007-12-31	7	45	79
8258	2007-12-31	12	34	83
8476	2007-12-31	52	92	70
8272	2007-12-31	21	78	95
8273	2007-12-31	59	27	37
8301	2007-12-31	24	8	34
8251	2007-12-31	85	41	44
8376	2007-12-31	9	\N	\N
8503	2007-12-31	17	15	93
8432	2007-12-31	86	\N	83
8460	2007-12-31	98	\N	83
8386	2007-12-31	44	57	69
8464	2007-12-31	34	\N	77
8365	2007-12-31	100	74	88
128532	2007-12-31	8	76	79
8960	2007-12-31	4	23	95
8972	2007-12-31	86	34	74
8918	2007-12-31	18	27	9
8377	2007-12-31	52	72	61
8533	2007-12-31	27	60	57
8353	2007-12-31	86	\N	79
8538	2007-12-31	53	48	56
8779	2007-12-31	48	9	54
6274	2007-12-31	3	62	13
8323	2007-12-31	40	78	42
8891	2007-12-31	17	62	6
8881	2007-12-31	23	21	9
8560	2007-12-31	49	\N	41
8445	2007-12-31	67	59	59
8589	2007-12-31	3	89	9
8495	2007-12-31	39	90	71
8510	2007-12-31	74	61	48
8873	2007-12-31	69	\N	11
8876	2007-12-31	64	62	31
17804	2007-12-31	12	13	21
8584	2007-12-31	87	44	30
20007	2007-12-31	50	34	16
8562	2007-12-31	51	2	93
8563	2007-12-31	52	64	25
8667	2007-12-31	42	53	76
8725	2007-12-31	13	81	10
8610	2007-12-31	33	\N	\N
8755	2007-12-31	97	44	29
8771	2007-12-31	76	\N	\N
8735	2007-12-31	19	29	67
8822	2007-12-31	91	36	72
8813	2007-12-31	37	\N	21
8825	2007-12-31	30	96	27
8742	2007-12-31	47	\N	70
8623	2007-12-31	58	42	96
17805	2007-12-31	83	7	55
8659	2007-12-31	90	55	73
8624	2007-12-31	46	2	94
8631	2007-12-31	56	26	33
8924	2007-12-31	3	\N	14
8997	2007-12-31	78	\N	\N
8757	2007-12-31	91	74	58
8906	2007-12-31	40	13	82
9892	2007-12-31	83	72	37
8776	2007-12-31	54	49	92
8847	2007-12-31	26	44	56
9252	2007-12-31	11	\N	75
127955	2007-12-31	71	\N	98
8740	2007-12-31	91	53	53
9378	2007-12-31	84	66	93
8913	2007-12-31	56	25	66
8823	2007-12-31	51	\N	14
17875	2007-12-31	53	\N	\N
8605	2007-12-31	27	86	63
3265	2007-12-31	37	\N	93
9040	2007-12-31	71	\N	77
8853	2007-12-31	6	8	32
9045	2007-12-31	97	95	27
8838	2007-12-31	31	7	73
8974	2007-12-31	80	60	80
8920	2007-12-31	30	30	42
